Designator,Mid X,Mid Y,Rotation,Layer
R4_25,96.375,-139.25,0.0,top
R4_24,74.375,-139.25,0.0,top
R4_23,140.375,-150.75,0.0,top
R4_22,118.375,-162.25,0.0,top
R4_21,96.375,-116.25,0.0,top
R4_20,74.375,-173.75,0.0,top
R4_19,74.375,-162.25,0.0,top
R4_18,96.375,-173.75,0.0,top
R4_17,96.375,-162.25,0.0,top
R4_16,140.375,-173.75,0.0,top
R4_15,118.375,-173.75,0.0,top
R4_14,96.375,-104.75,0.0,top
R4_13,140.375,-104.75,0.0,top
R4_12,118.375,-93.25,0.0,top
R4_11,74.375,-116.25,0.0,top
R4_10,74.375,-127.75,0.0,top
R4_9,140.375,-93.25,0.0,top
R4_8,74.375,-150.75,0.0,top
R4_7,140.375,-162.25,0.0,top
R4_6,118.375,-127.75,0.0,top
R4_5,74.375,-93.25,0.0,top
R4_4,140.375,-139.25,0.0,top
R4_3,96.375,-93.25,0.0,top
R4_2,96.375,-150.75,0.0,top
R4,140.375,-127.75,0.0,top
R5_32,133.625,-155.25,0.0,top
R5_31,67.625,-155.25,0.0,top
R5_30,67.625,-166.75,0.0,top
R5_29,133.625,-109.25,0.0,top
R5_28,89.625,-109.25,0.0,top
R5_27,67.625,-97.75,0.0,top
R5_26,89.625,-178.25,0.0,top
R5_25,89.625,-132.25,0.0,top
R5_24,89.625,-166.75,0.0,top
R5_23,111.625,-155.25,0.0,top
R5_22,111.625,-132.25,0.0,top
R5_21,111.625,-97.75,0.0,top
R5_20,111.625,-166.75,0.0,top
R5_19,89.625,-97.75,0.0,top
R5_18,111.625,-120.75,0.0,top
R5_17,67.625,-178.25,0.0,top
R5_16,133.625,-120.75,0.0,top
R5_15,67.625,-132.25,0.0,top
R5_14,67.625,-120.75,0.0,top
R5_13,67.625,-109.25,0.0,top
R5_12,89.625,-143.75,0.0,top
R5_11,133.625,-97.75,0.0,top
R5_10,133.625,-166.75,0.0,top
R5_9,67.625,-143.75,0.0,top
R5_8,89.625,-155.25,0.0,top
R5_7,89.625,-120.75,0.0,top
R5_6,111.625,-109.25,0.0,top
R5_5,111.625,-178.25,0.0,top
R5_4,133.625,-132.25,0.0,top
R5_3,133.625,-143.75,0.0,top
R5_2,111.625,-143.75,0.0,top
R5,133.625,-178.25,0.0,top
R6_32,140.375,-172.25,180.0,top
R6_31,140.375,-103.25,180.0,top
R6_30,96.375,-114.75,180.0,top
R6_29,74.375,-160.75,180.0,top
R6_28,96.375,-91.75,180.0,top
R6_27,118.375,-114.75,180.0,top
R6_26,96.375,-103.25,180.0,top
R6_25,140.375,-114.75,180.0,top
R6_24,140.375,-160.75,180.0,top
R6_23,74.375,-114.75,180.0,top
R6_22,118.375,-172.25,180.0,top
R6_21,118.375,-126.25,180.0,top
R6_20,74.375,-126.25,180.0,top
R6_19,118.375,-103.25,180.0,top
R6_18,96.375,-160.75,180.0,top
R6_17,96.375,-172.25,180.0,top
R6_16,74.375,-172.25,180.0,top
R6_15,74.375,-149.25,180.0,top
R6_14,74.375,-91.75,180.0,top
R6_13,118.375,-91.75,180.0,top
R6_12,118.375,-149.25,180.0,top
R6_11,74.375,-103.25,180.0,top
R6_10,74.375,-137.75,180.0,top
R6_9,96.375,-137.75,180.0,top
R6_8,96.375,-126.25,180.0,top
R6_7,140.375,-91.75,180.0,top
R6_6,118.375,-137.75,180.0,top
R6_5,140.375,-126.25,180.0,top
R6_4,140.375,-137.75,180.0,top
R6_3,118.375,-160.75,180.0,top
R6_2,96.375,-149.25,180.0,top
R6,140.375,-149.25,180.0,top
R7_32,140.375,-147.75,0.0,top
R7_31,118.375,-147.75,0.0,top
R7_30,118.375,-170.75,0.0,top
R7_29,140.375,-159.25,0.0,top
R7_28,140.375,-170.75,0.0,top
R7_27,74.375,-124.75,0.0,top
R7_26,96.375,-90.25,0.0,top
R7_25,140.375,-90.25,0.0,top
R7_24,74.375,-90.25,0.0,top
R7_23,74.375,-170.75,0.0,top
R7_22,140.375,-136.25,0.0,top
R7_21,96.375,-101.75,0.0,top
R7_20,74.375,-113.25,0.0,top
R7_19,74.375,-136.25,0.0,top
R7_18,74.375,-159.25,0.0,top
R7_17,118.375,-90.25,0.0,top
R7_16,118.375,-101.75,0.0,top
R7_15,96.375,-113.25,0.0,top
R7_14,140.375,-101.75,0.0,top
R7_13,96.375,-136.25,0.0,top
R7_12,96.375,-124.75,0.0,top
R7_11,118.375,-136.25,0.0,top
R7_10,140.375,-113.25,0.0,top
R7_9,96.375,-147.75,0.0,top
R7_8,118.375,-124.75,0.0,top
R7_7,74.375,-147.75,0.0,top
R7_6,74.375,-101.75,0.0,top
R7_5,140.375,-124.75,0.0,top
R7_4,96.375,-170.75,0.0,top
